income_per_person,median_income,income_to_rooms_ratio,age_income_interaction,location_income_interaction,geo_cluster_distance,ocean_proximity_INLAND,high_income_area,cluster_std_value,median_house_value
2.6030363029270807,2.5410055499086748,1.8031242628770328,3.372641979705638,3.3012891209753756,-0.5108740170458986,-0.6818890479521461,1.7320508075688774,0.552344506055083,452600.0
1.7935160427535044,2.085155516645964,0.6819311114273618,4.112632006921723,2.8937361168279168,-0.4917424769100882,-0.6818890479521461,1.7320508075688774,0.552344506055083,352100.0
1.237105611774807,1.1112879120855073,1.0715433576321947,2.841056953125421,2.047109016498583,-0.4679038003531106,-0.6818890479521461,1.7320508075688774,0.552344506055083,341300.0
0.7500544217709225,0.1422465113511576,0.5669351071640456,1.5757834544492157,1.1997569181791132,-0.4679038003531106,-0.6818890479521461,-0.5773502691896258,0.552344506055083,269700.0
0.5019118893298251,-0.08561063678889372,0.1301162331384801,1.2782712833416991,0.9982551758320763,-0.4681176699360871,-0.6818890479521461,-0.5773502691896258,0.552344506055083,299200.0
0.5398058997487778,-0.4108364471206425,-0.24785811299343674,0.8536252376862533,0.7142029487739221,-0.4681176699360871,-0.6818890479521461,-0.5773502691896258,0.552344506055083,241400.0
-0.5258004113365466,-1.0380016343231766,-0.9323313182678918,-0.28040019805111455,0.16785760018032572,-0.4442731045312338,-0.6818890479521461,-0.5773502691896258,0.552344506055083,226700.0
0.47233470873646727,-0.06624549393664168,0.13294007594710036,1.3035562732610828,1.0151686918561287,-0.4681176699360871,-0.6818890479521461,-0.5773502691896258,0.552344506055083,261100.0
0.05067085928577848,-0.3607042548769617,-0.5184680274000472,0.919082641496247,0.7621500812992105,-0.4440648053404264,-0.6818890479521461,-0.5773502691896258,0.552344506055083,281500.0
0.319346146625786,-0.32004348764201473,-0.10363225367498723,0.9721732433830528,0.7977507663906852,-0.4440648053404264,-0.6818890479521461,-0.5773502691896258,0.552344506055083,241800.0
-0.048086019753635904,-0.6801386206173828,-0.1733067022565014,0.5019984619849156,0.48082026566699093,-0.4442731045312338,-0.6818890479521461,-0.5773502691896258,0.552344506055083,191300.0
-0.59390594289766,-1.13675783011488,-1.0761668701420928,-0.09420742181513436,0.08267350412305187,-0.4440648053404264,-0.6818890479521461,-0.5773502691896258,0.552344506055083,159200.0
-0.8544213911544739,-1.0110955479926331,-0.8645842799691038,0.005490451209917377,0.19269757985827715,-0.4440648053404264,-0.6818890479521461,-0.5773502691896258,0.552344506055083,140000.0
-0.33014295385244447,-0.6189664871214836,-1.0036092220421182,0.5818706731321278,0.5379224996966796,-0.42022551611817355,-0.6818890479521461,-0.5773502691896258,0.552344506055083,152500.0
-0.5777365265900688,-1.013991270288297,-0.7727578344003426,0.06608838655229875,0.19160996902210517,-0.42022551611817355,-0.6818890479521461,-0.5773502691896258,0.552344506055083,155500.0
-0.5092635134785762,-0.7225488867392934,-0.9659968906431907,0.44662354636707513,0.4455108315965029,-0.4204285276879391,-0.6818890479521461,-0.5773502691896258,0.552344506055083,162900.0
-1.2309123582068833,-1.4739284949162426,-1.693118897422408,-0.7812647647216406,-0.2116103629667397,-0.42022551611817355,-0.6818890479521461,-0.5773502691896258,0.552344506055083,147500.0
-1.0469863658148884,-1.2593434072979839,-1.352611602181107,-0.5138273713435425,-0.02348671122430507,-0.42022551611817355,-0.6818890479521461,-0.5773502691896258,0.552344506055083,159800.0
-0.8433154076278094,-1.252405739297956,-1.5348169335347148,-0.24520843638042653,-0.018466388658855755,-0.4204285276879391,-0.6818890479521461,-0.5773502691896258,0.552344506055083,113900.0
-0.8159276145722775,-0.9775534314011932,-1.199065194702726,0.11366512770902092,0.22221221950275347,-0.4204285276879391,-0.6818890479521461,-0.5773502691896258,0.552344506055083,99700.0
-0.43047788875726195,-0.7245396958175622,-0.8957318508651427,0.4440241548800359,0.44376754931614004,-0.4204285276879391,-0.6818890479521461,-0.5773502691896258,0.552344506055083,132600.0
-0.709790614438866,-0.8429023446528231,-0.7251620051838558,-0.11106105216758273,0.3432442893487699,-0.3963859545323087,-0.6818890479521461,-0.5773502691896258,0.552344506055083,107500.0
-1.0821916056921779,-1.2023338746021015,-1.3710233261666556,-0.17982980200943408,0.027728589142754525,-0.3963859545323087,-0.6818890479521461,-0.5773502691896258,0.552344506055083,105500.0
