income_per_person,median_income,income_to_rooms_ratio,age_income_interaction,location_income_interaction,geo_cluster_distance,ocean_proximity_INLAND,high_income_area,cluster_std_value,median_house_value
2.6030363029270807,2.5410055499086748,1.8031242628770328,3.372641979705638,3.3012891209753756,-0.5108740170458986,-0.6818890479521461,1.7320508075688774,0.552344506055083,452600.0
3.3604152438911914,2.5410055499086748,3.40825713178838,0.9450208875804238,3.2858959408483877,-0.5384935225028148,-0.6818890479521461,1.7320508075688774,0.552344506055083,358500.0
1.237105611774807,1.1112879120855073,1.0715433576321947,2.841056953125421,2.047109016498583,-0.4679038003531106,-0.6818890479521461,1.7320508075688774,0.552344506055083,341300.0
0.5671109832024334,0.027262205194171066,-0.40494066920121613,1.425648903712936,1.0992119951014248,-0.4679038003531106,-0.6818890479521461,-0.5773502691896258,0.552344506055083,342200.0
0.7500544217709225,0.1422465113511576,0.5669351071640456,1.5757834544492157,1.1997569181791132,-0.4679038003531106,-0.6818890479521461,-0.5773502691896258,0.552344506055083,269700.0
0.5019118893298251,-0.08561063678889372,0.1301162331384801,1.2782712833416991,0.9982551758320763,-0.4681176699360871,-0.6818890479521461,-0.5773502691896258,0.552344506055083,299200.0
-0.5258004113365466,-1.0380016343231766,-0.9323313182678918,-0.28040019805111455,0.16785760018032572,-0.4442731045312338,-0.6818890479521461,-0.5773502691896258,0.552344506055083,226700.0
0.47233470873646727,-0.06624549393664168,0.13294007594710036,1.3035562732610828,1.0151686918561287,-0.4681176699360871,-0.6818890479521461,-0.5773502691896258,0.552344506055083,261100.0
0.319346146625786,-0.32004348764201473,-0.10363225367498723,0.9721732433830528,0.7977507663906852,-0.4440648053404264,-0.6818890479521461,-0.5773502691896258,0.552344506055083,241800.0
-0.10411467144866172,-0.43798384364249127,-0.5475307143374332,0.8181789901357153,0.6944876516223868,-0.4440648053404264,-0.6818890479521461,-0.5773502691896258,0.552344506055083,213500.0
-0.048086019753635904,-0.6801386206173828,-0.1733067022565014,0.5019984619849156,0.48082026566699093,-0.4442731045312338,-0.6818890479521461,-0.5773502691896258,0.552344506055083,191300.0
-0.59390594289766,-1.13675783011488,-1.0761668701420928,-0.09420742181513436,0.08267350412305187,-0.4440648053404264,-0.6818890479521461,-0.5773502691896258,0.552344506055083,159200.0
